Dokument ID,Nachname,Vorname,Pseudonym,Gender,Titel,Untertitel_im_Text,Untertitel_im_Inhaltsverzeichnis,Jahr_ED,entstanden,Gattungslabel_ED,Gattungslabel_ED_normalisiert,Medium_ED,Medientyp_ED,Hg.,Kanon_Status,Nummer im Heft,seriell,Seiten,Medium_Zweitdruck,Jahr_Zweitdruck,Label_Zweitdruck,Medium_Drittdruck,Jahr_Drittdruck,Label_Drittdruck,in_Deutscher_Novellenschatz,in_Pantheon,in_RUB_Sammlung,in_B-v-Wiese,Verantwortlich_Erfassung,source_repository,Herkunft_Prätext_lt_Paratext,Wahrheitsbeglaubigung_lt_Paratext,Bearbeitungsqualität,spätere_Fassung_von,UrhGeschBis,falls_Episode_als_Ganztext_erfasst,
00250-00,Schiller,Friedrich,,m,verbrecherausverlorenerehre thalia ,,,1786,,0E,0E,(journal),Zeitschrift,,3,,vermutlich,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00251-00,Schmid,Hermann,,m,Die Hüberbäuerin,,,1860,,0E,0E,Die Gartenlaube,Familienblatt,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00252-00,Schnitzler,Arthur,,m,Die Toten schweigen,,,1897,,0E,0E,Cosmopolis: revue internationale,Rundschau,,2,,FALSE,193-211 (8:22),,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00253-00,Schnitzler,Arthur,,m,Um eine Stunde,,,1899,,0E,0E,Neue Freie Presse Wien,Zeitung,,2,,TRUE,29-31,24.12.1899,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00254-00,Stifter,Adalbert,,m,Bergkristall,,,1853,,0E,0E,Bunte Steine,Anthologie,,0,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00255-00,Storm,Theodor,,m,Beim Vetter Christian,,,1874,,0E,0E,"Salon für Literatur, Kunst und Gesellschaft ",Zeitschrift,,3,,FALSE,,,,Novellen und Gedenkblätter,Buch,Novelle,,FALSE,FALSE,,,,,,,unknown,,,,
00256-00,Sudermann,Hermann,,m,Die Magd,,,1917,,0E,0E,Anthologie,Anthologie,,0,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00257-00,Temme,Jodocus ,Heinrich (Hermann) Stahl,m,Eine Brautfahrt,,,1860,,0E,0E,Die Gartenlaube,Familienblatt,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00258-00,Arnim,"Ludwig Achim, von",,m,Philander unter den streifenden Soldaten im dreißigjährigen Kriege. Vierter Winterabend,,,1809,,N,N,Der Winterabend. Novellen.,Anthologie,,2,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00259-00,Arnim,"Ludwig Achim, von",,m,Die neuen Amazonen. Fünfter Winterabend,,,1809,,N,N,Der Winterabend. Novellen.,Anthologie,,2,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00260-00,Arnim,"Ludwig Achim, von",,m,Mistris Lee. Fünfter Winterabend,,,1809,,N,N,Der Winterabend. Novellen.,Anthologie,,2,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00261-00,Arnim,"Ludwig Achim, von",,m,Nelson und Meduse. Fünfter Winterabend,,,1809,,N,N,Der Winterabend. Novellen.,Anthologie,,2,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00262-00,Arnim,"Ludwig Achim, von",,m,Geheime Geschichte. Sechster Winterabend.,,,1809,,N,N,Der Winterabend. Novellen.,Anthologie,,2,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00263-00,Arnim,"Ludwig Achim, von",,m,"Olivier Clisson, Kronfeldherr von Frankreich und der Herzog von Bretagne",,,1809,,N,N,Der Winterabend. Novellen.,Anthologie,,2,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00264-00,Wackenroder,Wilhellm Heinrich,,m,Johann Berglinger,,,1796,,0E,0E,Roman/Monographie,Buch,,0,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00265-00,Wartenburg,,,,Das spanische Mädchen,,,1855,,0E,0E,Die Gartenlaube,Familienblatt,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00266-00,Wildermuth,Ottilie,,f,Das erfolgreiche Konzert,,,1850,,0E,0E,Cottas Morgenblatt,Zeitschrift,,0,,vermutlich,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00267-00,Wild,Hermine,,f,Eure Wege sind nicht meine Wege  ,,,1865,,0E,0E,Hermine Wild: Erzählungen aus der Frauenwelt. 2 Bände,Werke,,1,,False,,,,,,,,TRUE,FALSE,,,,,,,unknown,,,,
00268-00,Zschokke ,Heinrich,,m,Der todte Gast,,,1821,,0E,0E,Erheiterungen.  Eine Monatsschrift für gebildete Leser,Zeitschrift,,0,,vermutlich,,,,,,,,TRUE,TRUE,,,,,,,unknown,,,,
00269-00,Zweig,Stefan,,m,Der Stern über dem Walde ,,,1904,,0E,0E,(unbekannt),Buch,,0,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00270-00,Zweig,Stefan,,m,Gleich ungleiche Schwestern,,,1937,,0E,0E,(unbekannt),Werke,,2,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00271-00,Lafontaine,,,,Otto und Savella,,,1817,,0E,0E,Taschenbuch für Damen,Taschenbuch,,0,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00272-00,Pichler,Caroline,,f,Abderachmen,,,1817,,0E,0E,Taschenbuch für Damen,Taschenbuch,,0,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00273-00,Richter,Johann Paul Friedrich,Jean Paul,m,Philanthropistenwäldchen,,,1817,,0P,0P,Taschenbuch für Damen,Taschenbuch,,0,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00274-00,Auerbach,Berthold,,m,Die Geschichte des Diethelm von Buchenberg ,,,1853,,Dorfgeschichte,XE,Schwarzwälder Dorfgeschichten,Anthologie,,0,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00275-00,Auerbach,Berthold,,m,Der Tolpatsch,,,1843,,Dorfgeschichte,XE,Schwarzwälder Dorfgeschichten,Anthologie,,0,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00276-00,Auerbach,Berthold,,m,Lucifer,,,1843,,Dorfgeschichte,XE,Schwarzwälder Dorfgeschichten,Anthologie,,0,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00277-00,Schrorn,Henriette von,H. Nordheim,f,In guter und böser Zeit,,,1857,,Dorfgeschichte,XE,Die Gartenlaube,Familienblatt,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00278-00,Schorn,Henriette von,H. Nordheim,f,Kind und Kindeskind,,,1858,,Dorfgeschichte,XE,Die Gartenlaube,Familienblatt,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00279-00,Mügge,Theodor,,m,Am Malanger Fjord  ,,,1852,,0E_unbekannt,0E,Vielliebchen. Taschenbuch,Taschenbuch,,0,,FALSE,,,,,,,,TRUE,FALSE,,,,,,,unknown,,,,
00280-00,Hebbel,Friedrich,,m,Die Kuh,,,1849,,E,E,Die Presse (Wien),Zeitung,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00281-00,Ahlefeld,Charlotte von,,f,Das Liebhabertheater,,,1822,,E,E,Anthologie,Anthologie,,0,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00282-00,Arnim,"Ludwig Achim, von",,m,Der tolle Invalide auf dem Fort Ratonneau  ,Erzählung,,1818,,E,E,Gaben der Milde,Taschenbuch,F.W. Gubitz,3,,FALSE,"Bd. 4, S. 75 -124",,,,,,,TRUE,FALSE,,,,,,,unknown,,,,
00283-00,Schrader,August,,m,Die Blinde,Weihnachtserzählung,,1854,,E,E,Die Gartenlaube,Familienblatt,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00284-00,Brentano,Clemens,,m,Geschichte vom braven Kasperl und dem schoenen Annerl  ,,,1817,,E,E,Gaben der Milde,Taschenbuch,,3,,FALSE,,,,,,,,TRUE,FALSE,,,,,,,unknown,,,,
00285-00,Chamisso,Adelbert von,,m,Peter Schlemihls wundersame Geschichte,,,1813,,E,E,Monographie,Buch,,3,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,Julian Schröter,DigBib,,,unknown,,,,
00286-00,o.N,o.N.,,unbekannt,Die Kirche zu allen Engeln,,,1830,,E,E,Rheinisches Taschenbuch,Taschenbuch,,0,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00287-00,Varnhagen von Ense,Karl August,,m,Reiz und Liebe,,,1812,,E,E,Deutscher Novellenschatz (Heyse),Sammlung,,1,,,,,,,,,,TRUE,FALSE,,,,,,,unknown,,,,
00288-00,Stolle,Ferdinand,,m,Ein Mutterherz,Nach einer wahren Begebenheit,,1853,,Wahre_Begebenheit,XE,Die Gartenlaube,Familienblatt,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00289-00,Fontane,Theodor,,m,Schach von Wuthenow,Erzählung aus der Zeit des Regiments Gensdarmes,,1882,,E,E,Vossische Zeitung,Zeitung,,2,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00290-00,Fouqué,Friedrich de la Motte,,m,Der Fürsprecher,,,1817,,E,E,Taschenbuch für Damen,Taschenbuch,,1,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00291-00,Gerstäcker,Friedrich,,m,Die Stiefmutter,,,1855,,E,E,Die Gartenlaube,Familienblatt,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00292-00,Arnim,"Ludwig Achim, von",,m,Altdeutsche Landsleute. Dritter Winterabend.,,,1809,,N,N,Der Wintergarten. Novellen.,Anthologie,,2,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00293-00,Heun,,Heinrich Clauren,m,Mimili,,,1815,,0E,0E,Der Freimuethige,Zeitschrift,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00294-00,Hoffmann,E. T. A. ,,m,Jaques Callot. In: Fantasiestuecke,,,1814,,E,E,Anthologie,Anthologie,,2,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00295-00,Hoffmann,E. T. A. ,,m,Das Fräulein von Scuderi,,,1819,,E,E,Taschenbuch für das Jahr 1820,Taschenbuch,,3,,FALSE,,Die Serapionsbrüder,1820,,,,,TRUE,TRUE,TRUE,TRUE,Julian Schröter,"Textgrid, Serapionsbrüder",,,normalisiert,,,,
00296-00,Hoffmann,E. T. A. ,,m,Das Gelübde,,,1817,,E,E,Nachstücke,Anthologie,,2,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00297-00,Hoffmann,E. T. A. ,,m,Das öde Haus,,,1817,,E,E,Nachtstücke,Anthologie,,2,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00298-00,Hoffmann,E. T. A. ,,m,Das Sanctus,,,1817,,E,E,Nachtstücke,Anthologie,,2,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00299-00,Hoffmann,E. T. A. ,,m,Das steinerne Herz,,,1817,,E,E,Nachtstücke,Anthologie,,2,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00300-00,Hoffmann,E. T. A. ,,m,Der Dichter und der Komponist,,,1813,1813,E,E,Allgemeine Musikalische Zeitung (Leipzig),Zeitung,,2,15:49–50 (8. und 15. Dez.),TRUE,Sp. 793–806,Die Serapionsbrüder,1819,,,,,FALSE,FALSE,,,,"Textgrid, Serapionsbrüder",,,normalisiert,,,,
00301-00,Hoffmann,E. T. A. ,,m,Ein Fragment aus dem Leben dreier Freunde,,,1818,1817,Fragment,XE,Der Wintergarten,Anthologie,St. Schütze,2,,FALSE,55-156,Die Serapionsbrüder,1819,,,,,FALSE,FALSE,,,,,,,,,,,
00302-00,Arnim,"Ludwig Achim, von",,m,Der Krieg. Vierter Winterabend.,Nach alten Erzählungen,,1809,,N,N,Der Wintergarten. Novellen.,Anthologie,,2,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00303-00,Hoffmann,E. T. A. ,,m,Die Fermate,,,1816,,E,E,Frauentaschenbuch,Taschenbuch,,2,,FALSE,,Die Serapionsbrüder,1819,,,,,FALSE,FALSE,,,,"Textgrid, Serapionsbrüder",,,normalisiert,,,,
00304-00,Huber,Therese,,f,Alte Zeit und neue Zeit,,,1823,,E,E,Anthologie,Anthologie,,0,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00305-00,Keller,Gottfried,,m,Das Fähnlein der Sieben Aufrechten,,,1860,,E,E,Auerbachs Volkskalender,Kalender,,2,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00306-00,Keller,Gottfried,,m,Romeo und Julia auf dem Dorfe,,,1856,,E,E,Die Leute von Seldwyla,Anthologie,,3,,FALSE,,,,,,,,TRUE,FALSE,,,,,,,unknown,,,,
00307-00,Keyserling,Eduard von,,m,Am Südhang,,,1914,,E,E,(Buch),Buch,,2,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00308-00,Kleist,Heinrich von,,m,Das Bettelweib,,,1810,,E,E,(journal),Zeitschrift,,2,,vermutlich,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00309-00,Kleist,Heinrich von,,m,Caecilie,,,1810,,E,E,(journal),Zeitschrift,,2,,vermutlich,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00310-00,Kleist,Heinrich von,,m,Die Verlobung ,,,1811,,0E,0E,Der Freimuethige,Zeitung,,3,,TRUE,,,,,,,,TRUE,FALSE,,,Julian Schröter,"Textgrid, Abgleich mit Faksimile aus Journal-ED",,,normalisiert,,,,
00310-01,Kleist,Heinrich von,,m,Die Verlobung ,,,1811,,,,,,,3,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
00310-02,Kleist,Heinrich von,,m,Die Verlobung ,,,1811,,,,,,,3,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
00310-03,Kleist,Heinrich von,,m,Die Verlobung ,,,1811,,,,,,,3,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
00310-04,Kleist,Heinrich von,,m,Die Verlobung ,,,1811,,,,,,,3,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
00310-05,Kleist,Heinrich von,,m,Die Verlobung ,,,1811,,,,,,,3,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
00310-06,Kleist,Heinrich von,,m,Die Verlobung ,,,1811,,,,,,,3,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
00310-07,Kleist,Heinrich von,,m,Die Verlobung ,,,1811,,,,,,,3,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
00310-08,Kleist,Heinrich von,,m,Die Verlobung ,,,1811,,,,,,,3,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
00310-09,Kleist,Heinrich von,,m,Die Verlobung ,,,1811,,,,,,,3,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
00311-00,Kleist,Heinrich von,,m,Das Erdbeben in Chili,,,1807,,E,E,(journal),Zeitschrift,,3,,vermutlich,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00312-00,Kleist,Heinrich von,,m,Der Findling,,,1811,,E,E,Anthologie,Anthologie,,0,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00313-00,Kleist,Heinrich von,,m,Michael Kohlhaas,,,1810,,E,E,Anthologie,Anthologie,,3,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00314-00,Kleist,Heinrich von,,m,Die Marquise von O…,,,1808,,E,E,(journal),Zeitschrift,,3,,vermutlich,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00315-00,Goethe,Johann Wolfgang,,m,Unterhaltungen deutscher Ausgewanderten,,,1795,,0E,0E,Die Horen,Zeitschrift,,3,,TRUE,,,,,,,,FALSE,FALSE,,,Julian Schröter,wikisource,,,normalisiert,,,,TRUE
00315-01,Goethe,Johann Wolfgang,,m,Unterhaltungen deutscher Ausgewanderten,,,1795,,0E,0E,Die Horen,Zeitschrift,,3,,TRUE,,,,,,,,FALSE,FALSE,,,Julian Schröter,wikisource,,,normalisiert,,,,TRUE
00315-02,Goethe,Johann Wolfgang,,m,Unterhaltungen deutscher Ausgewanderten,,,1795,,0E,0E,Die Horen,Zeitschrift,,3,,TRUE,,,,,,,,FALSE,FALSE,,,Julian Schröter,wikisource,,,normalisiert,,,,TRUE
00315-03,Goethe,Johann Wolfgang,,m,Unterhaltungen deutscher Ausgewanderten,,,1795,,0E,0E,Die Horen,Zeitschrift,,3,,TRUE,,,,,,,,FALSE,FALSE,,,Julian Schröter,wikisource,,,normalisiert,,,,TRUE
00315-04,Goethe,Johann Wolfgang,,m,Unterhaltungen deutscher Ausgewanderten,,,1795,,0E,0E,Die Horen,Zeitschrift,,3,,TRUE,,,,,,,,FALSE,FALSE,,,Julian Schröter,wikisource,,,normalisiert,,,,TRUE
00315-05,Goethe,Johann Wolfgang,,m,Unterhaltungen deutscher Ausgewanderten,,,1795,,0E,0E,Die Horen,Zeitschrift,,3,,TRUE,,,,,,,,FALSE,FALSE,,,Julian Schröter,wikisource,,,normalisiert,,,,TRUE
00315-06,Goethe,Johann Wolfgang,,m,Unterhaltungen deutscher Ausgewanderten,,,1795,,0E,0E,Die Horen,Zeitschrift,,3,,TRUE,,,,,,,,FALSE,FALSE,,,Julian Schröter,wikisource,,,normalisiert,,,,TRUE
00316-00,Kleist,Heinrich von,,m,Der Zweikampf,,,1811,,E,E,Anthologie,Anthologie,,2,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00317-00,Kruse,Lauritz,,m,Das Traumbild,,,1830,,E,E,Rheinisches Taschenbuch,Taschenbuch,,0,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00318-00,Schücking,Levin,,m,Der Arcier,,,1860,,E,E,Die Gartenlaube,Familienblatt,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00319-00,De la Motte Fouqué,Friedrich,,m,Undine,,,1811,,E,E,(journal),Zeitschrift,,0,,vermutlich,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00320-00,Musil,Robert,,m,Das verzauberte Haus,,,1908,,E,E,(journal),Zeitschrift,,0,,vermutlich,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00321-00,Musil,Robert,,m,Die Versuchung der stillen Veronika,,,1911,,E,E,Anthologie,Anthologie,,0,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00322-00,Musil,Robert,,m,Die Vollendung der Liebe,,,1911,,E,E,Anthologie,Anthologie,,0,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00323-00,Hoffmann,E.. T. A. ,,m,Rat Krespel,Ein Brief von Hoffmann an Herrn Baron de la Motte Fouqué,,1817,,Brief,XE,Frauentaschenbuch,Taschenbuch,,2,,FALSE,,Die Serapionsbrüder,1819,0E,,,,FALSE,FALSE,,TRUE,Julian Schröter,"Textgrid, Serapionsbrüder",,,normalisiert,,,,
00324-00,o.N,o.N.,,unbekannt,Felicitas,,,1857,,E,E,Die Gartenlaube,Familienblatt,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00325-00,o.N,o.N.,,unbekannt,Getreu bis zum Ende ,Erzählung aus der Wirklichkeit,,1853,,E,E,Die Gartenlaube,Familienblatt,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,TRUE,unknown,,,,
00326-00,o.N,o.N.,,unbekannt,"Gomez Arias, oder das Bild der Könifing","Erzählung, frei bearbeitet nach dem historischen Roman des Spaniers Don Telesforo de Trueda y Golfio ",,1829,,E,E,Pantheon. Bd. 6,Sammlung,,0,,,,,,,,,,FALSE,TRUE,,,,,spanisch,,unknown,,,,
00327-00,o.N,o.N.,,unbekannt,Herbert Milton,"Erzählung, frei bearbeitet aus dem Englischen",,1829,,E,E,Pantheon. Bd. 7,Sammlung,,0,,,212-272,,,,,,,FALSE,TRUE,,,,,englisch,,unknown,,,,
00328-00,Raabe,Wilhelm,,m,Das Odfeld,Erzählung,,1888,,E,E,Nationalzeitung,Zeitung,Berlin,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00329-00,Raabe,Wilhelm,,m,Die Innerste,Erzählung,,1876,,E,E,Westermanns illustrierte deutsche Monatshefte,Rundschau,,2,,TRUE,"337-356 (No 46), 449- 474 (No. 47)","Juli, No 46 - ",,,,,,FALSE,FALSE,,,,,,,normalisiert,,,,
00330-00,Schopenhauer,Johanna,,f,Das Gelöbnis,,,1830,,E,E,Rheinisches Taschenbuch,Taschenbuch,,0,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00331-00,Smidt,,,,Eine unenthuellte Begebenheit ,,,1856,,E,E,Die Gartenlaube,Familienblatt,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00332-00,Stifter,Adalbert,,m,Prokopus,,,1848,,E,E,Iris. Taschenbuch,Taschenbuch,,0,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00333-00,Temme,Jodocus ,Heinrich (Hermann) Stahl,m,Das Testament des Verrückten,,,1859,,E,E,Die Gartenlaube,Familienblatt,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00334-00,Temme,Jodocus ,Heinrich (Hermann) Stahl,m,Die Geschwister,,,1860,,E,E,Die Gartenlaube,Familienblatt,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00335-00,Zschokke,Heinrich,,m,Das Abenteuer der Neujahrsnacht,,,1818,,E,E,Erheiterungen.  Eine Monatsschrift für gebildete Leser,Zeitschrift,,0,,vermutlich,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00336-00,Zweig,Stefan,,m,Leporella,,,1929,,E,E,Anthologie,Anthologie,,2,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00337-00,Gotthard,Eduard,,m,Aus dem Müglitzthale ,Historische Erzählung,,1853,,Hist_E,E,Die Gartenlaube,Familienblatt,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00338-00,Gotthelf,Jeremias,,m,Kurt von Koppigen,,,1844,,Hist_E,E,Schweizerisches Unterhaltungsblatt,Zeitschrift,,1,,vermutlich,,,,,,,,TRUE,FALSE,,,,,,,unknown,,,,
00339-00,Gotthelf,Jeremias,,m,Stadthauptmann von Lüneburg ,,,1853,,Hist_E,E,Die Gartenlaube,Familienblatt,,1,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00340-00,Wartenburg,Karl,,m,Böse Räthe,,,1857,,Hist_N,N,Die Gartenlaube,Familienblatt,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00341-00,Ring,Max,,m,Leyer und Schwert,,,1858,,Hist_E,E,Die Gartenlaube,Familienblatt,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00342-00,Ring,Max,,m,Sand,,,1859,,Hist_E,E,Die Gartenlaube,Familienblatt,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00343-00,kon,,,,Der gestohlene Brautschatz ,,,1855,,Kriminalgeschichte,XE,Die Gartenlaube,Familienblatt,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00344-00,Temme,Jodocus ,Heinrich (Hermann) Stahl,m,Volkesstimme ,,,1859,,Kriminalgeschichte,XE,Die Gartenlaube,Familienblatt,,0,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00345-00,Anzengruber ,Ludwig,,m,Vom Hanns und der Gretl,,,1880,,M,M,Anthologie,Anthologie,,0,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00346-00,Bernhardi-Tieck,Sophi,,f,Alcandor und Angelica. Wunderbilder und Täume in elf Märchen,,,1802,,M,M,Anthologie,Anthologie,,0,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00347-00,Eichendorff,Joseph Freiherr von,,m,Die Zauberei im Herbste,,,1808,,M,M,Werke,Werke,,0,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00348-00,Arnim,"Ludwig Achim, von",,m,Albert und Concordia. Zweiter Winterabend.,,,1809,,N,N,Der Wintergarten. Novellen.,Anthologie,,2,,,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00349-00,Goethe,Johann Wolfgang,,m,Die neue Melusine,,,1829,,M,M,"Fassung der Wanderjahre, 2. Aufl. (Roman)",Buch,,0,,,,,,,,,,TRUE,FALSE,,,Julian Schröter,,,,normalisiert,00042-00,,,
00350-00,Grimm,Jacob und Wilhelm,,m,Zwölf Brüder,,,1812,,M,M,grimm_khm,Anthologie,,0,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00351-00,Grimm,Jacob und Wilhelm,,m,Das Männlein,,,1812,,M,M,grimm_khm,Anthologie,,0,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00352-00,Grimm,Jacob und Wilhelm,,m,Blaubart ,,,1812,,M,M,grimm_khm,Anthologie,,0,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00353-00,Grimm,Jacob und Wilhelm,,m,Brüderchen und Schwesterchen,,,1812,,M,M,grimm_khm,Anthologie,,0,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00354-00,Grimm,Jacob und Wilhelm,,m,Der Froschkönig oder der eiserne Heinrich,,,1812,,M,M,grimm_khm,Anthologie,,0,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00355-00,Grimm,Jacob und Wilhelm,,m,Der gestohlene Heller,,,1812,,M,M,grimm_khm,Anthologie,,0,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00356-00,Grimm,Jacob und Wilhelm,,m,Hänsel und Gretel,,,1812,,M,M,grimm_khm,Anthologie,,0,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00357-00,Grimm,Jacob und Wilhelm,,m,Hand mit Messer,,,1812,,M,M,grimm_khm,Anthologie,,0,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00358-00,Grimm,Jacob und Wilhelm,,m,Herr Fix und Fertig,,,1812,,M,M,grimm_khm,Anthologie,,0,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00359-00,Grimm,Jacob und Wilhelm,,m,Katze und Maus in Gesellschaft,,,1812,,M,M,grimm_khm,Anthologie,,0,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00360-00,Grimm,Jacob und Wilhelm,,m,Das Lumpengesindel,,,1812,,M,M,grimm_khm,Anthologie,,0,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00361-00,Grimm,Jacob und Wilhelm,,m,Marienkind,,,1812,,M,M,grimm_khm,Anthologie,,0,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
00362-00,Grimm,Jacob und Wilhelm,,m,Nachtigall und Blindschleiche ,,,1812,,M,M,grimm_khm,Anthologie,,0,,FALSE,,,,,,,,FALSE,FALSE,,,,,,,unknown,,,,
